text_id,en,da,nl,sv,no,el,it,de,es,fr,et,ja
str_heat_long_orange_3,Be aware that thirst is usually not a sufficient indicator when sweat losses are high.,Hvis du sveder meget skal du være opmærksom på at tørstfornemmelse ikke nødvendigvis er tilstrækkelig ift. forblive i væskebalance,"Drink op tijd, het dorstgevoel komt meestal te laat.",Törst är sällan ett tillräckligt tecken när man svettas mycket.,"Vær oppmerksom på, at tørst ofte ikke er en tilstrekkelig indikasjon på, når du skal drikke, når du svetter mye.",Λάβετε υπόψη ότι η δίψα συνήθως δεν είναι επαρκής ένδειξη ότι η απώλεια υγρών μέσω ιδρώτα είναι υψηλή.,Tieni conto del fatto che la sete normalmente non è un indicatore sufficiente quando le perdite di sudore sono elevate.,"Seien Sie darauf aufmerksam, dass Schweiß normalerweise kein ausreichender Indikator ist, wenn man viel schwitzt.",Ten en cuenta que la sed generalmente no es un indicador suficientemente bueno cuando las pérdidas de sudor son altas.,Soyez conscient que la soif n'est pas un indicateur suffisant lorsque les pertes en sueur sont élevées.,Be aware that thirst is usually not a sufficient indicator when sweat losses are high.,Be aware that thirst is usually not a sufficient indicator when sweat losses are high.
str_heat_simple_activity,Resting may lower heat stress.,Hvile eller flere pauser kan reducere dit varmestress.,Rust kan de warmtelast verlagen,Vila kan sänka värmestress.,Å holde pauser kan senke varmestressnivået.,Η ανάπαυση μπορεί να μειώσει τη θερμική καταπόνηση.,Riposare può diminuire lo stress termico da caldo.,Ausruhen kann die thermische Belastung vermindern.,Descansar puede reducir el estrés por calor.,Vous reposer peut contribuer à diminuer le stress hyperthermique.,Resting may lower heat stress.,Resting may lower heat stress.
str_heat_simple_hydration,Remember to compensate your sweat loss.,Vær obs på at drikke svarende til dit svedtab,Denk er aan om je vochtverlies te compenseren,Tänk på att kompensera för din vätskeförlust (svett).,Vær oppmerksom på å kompensere for vanntap (svette).,Προσέξτε να αναπληρώσετε  την απώλεια υγρών μέσω ιδρώτα.,Presta attenzione a compensare la tua perdita di sudore.,"Seien Sie darauf aufmerksam, Ihre Flüssigkeitsverlust auszugleichen.",Debes estar atento a la compensación de tu pérdida de sudor.,Assurez-vous de compenser vos pertes en sueur.,Remember to compensate your sweat loss.,Remember to compensate your sweat loss.
str_heat_long_red_1,The heat will impact your physical performance.,Varme kan (og vil sandsynligvis) påvirke din præstationsevne,De hitte zal je prestatievermogen verminderen.,Värmen kommer att påverka din fysiska prestanda.,Varmen vill påvirke den fysiske ytelsen din.,Η ζέστη θα επηρεάσει την απόδοση σας.,Il calore influenzerà il tuo rendimento fisico.,Die Hitze wird Ihre körperliche Leistung beeinflussen.,El calor afectará tu rendimiento físico.,La chaleur va affecter votre performance physique.,The heat will impact your physical performance.,The heat will impact your physical performance.
str_heat_long_red_2,Adjusting activities and allowing sufficient breaks will benefit your overall daily ability to cope with the heat.,Justering af dine aktiviteter (eller tilstrækkelige pauser) kan gavne din evne til at fuldføre dagens opgaver uden overdrevne negative effekter,Pas je activiteiten aan en zorg voor voldoende rust om beter met de hitte om te kunnen gaan.,Om du justerar dagens aktiviteter och/eller tar tillräckligt med pauser kommer du att gynna din totala dagliga förmåga att hantera värmen.,Ved å tilpasse aktiviteter og tillate nok pauser kan du forbedre evnen til å takle varmestress.,"Η προσαρμογή των δραστηριοτήτων σας, καθώς επίσης και η παροχή επαρκών διαλειμμάτων θα ωφελήσουν την συνολική ικανότητα σας να αντιμετωπίσετε τη ζέστη.",L'adattamento del livello di attività e la realizzazione di pause sufficienti porterà benefici alla tua abilità generale di reagire al calore.,"Das Anpassen von Aktivitäten und das Zulassen ausreichender Pausen wirkt sich positiv auf Ihre tägliche Fähigkeit aus, mit der Hitze umzugehen.",Ajustar las actividades que realizas y permitirte suficientes descansos beneficiará en general tu capacidad diaria para hacer frente al calor.,Ajuster vos activités et vous accorder plus de pauses affectera positivement votre capacité quotidienne à faire face à la chaleur.,Adjusting activities and allowing sufficient breaks will benefit your overall daily ability to cope with the heat.,Adjusting activities and allowing sufficient breaks will benefit your overall daily ability to cope with the heat.
str_fan_simple_beneficial,"Increased airflow may be beneficial, even if skin is dry.",øget ventilation kan gavne din varmeafgivelse,"Een ventilator kan in deze omstandigheden verkoelend werken, zelfs als de huid droog is",Ökad ventillering kan vara positivt även om huden är torr.,"Øket ventilasjon kan ha en positiv effekt, også selvom huden føles tørr.","Η αυξημένη ροή αέρα μπορεί να είναι ευεργετική, ακόμη και αν το δέρμα σας είναι στεγνό.","Un aumento del flusso d'aria può portare benefici, anche se la pelle è secca.","Ein erhöhter Luftstrom kann vorteilhaft sein, auch wenn die Haut trocken ist.","El aumento del flujo de aire puede ser beneficioso, incluso si la piel está seca.","Une circulation d'air accrue peut être bénéfique, même si la peau est sèche.","Increased airflow may be beneficial, even if skin is dry.","Increased airflow may be beneficial, even if skin is dry."
str_fan_if_wet_beneficial,"Increased airflow may be beneficial if skin is wet. Externally applied water to the skin (e.g. spray; instead of only relying on sweating) will reduce the risk of dehydration, and potentially enhance the fan benefit.",Øget vind/ventilation kan gavne dig - især hvis du er svedig på huden. Alternativ (hvis din hud er tør) spray vand på huden og kombiner med ventilator,Een ventilator kan in deze omstandigheden verkoelend werken als de huid nat is. Je kan de huid nathouden met een spray zodat je minder uitdroogt door zweet.,Ökad ventillering kan vara positivt ifall huden är fuktig. Genom att fukta huden (t.ex. med spray) kan det sänka risken för uttorkning samt öka effekten av fläktning.,"Øket ventilasjon kan han en positiv effekt hvis huden er våt. Fukt av huden (f.eks. ved å sprøyte med vann), kan minske risikoen for dehydrering og potensielt øke nytten fra en vifte.","Η αυξημένη ροή αέρα μπορεί να είναι ευεργετική εάν το δέρμα είναι βρεγμένο/ιδρωμένο. Το βρέξιμο του δέρματος (π.χ. ψέκασμα, αντί να βασίζεστε μόνο στην εφίδρωση) θα μειώσει τον κίνδυνο αφυδάτωσης και πιθανώς θα αυξήσει την αποδοτικότητα του ανεμιστήρα.","Un aumento del flusso d’aria può portare benefici se la pelle è bagnata. L’acqua applicata esternamente alla pelle (per esempio spray; invece che fare affidamento sulla sola sudorazione) ridurrà il rischio di disidratazione, e potenzialmente aumenterà i benefici dell’uso dei ventilatori.","Ein erhöhter Luftstrom kann vorteilhaft sein, wenn die Haut nass ist. Extern auf die Haut aufgetragenes Wasser (z.B. Spray; statt sich nur auf dem Schwitzen zu verlassen) reduziert das Risiko einer Dehydrierung und vergrößert potenziell den Gewinn der Lüfter.","El aumento del flujo de aire puede ser beneficioso si la piel está húmeda. El agua aplicada externamente a la piel (por ejemplo aerosol, en lugar de depender únicamente de la sudoración) reducirá el riesgo de deshidratación y potencialmente mejorará el beneficio de usar un ventilador.","Une circulation d'air accrue peut être bénéfique si la peau est mouillée. Humidifier la peau par action extérieure (spray, par exemple, plutôt de compter uniquement sur la sueur) réduira le risque de déshydration et augmentera potentiellement l'efficacité du ventilateur.","Increased airflow may be beneficial if skin is wet. Externally applied water to the skin (e.g. spray; instead of only relying on sweating) will reduce the risk of dehydration, and potentially enhance the fan benefit.","Increased airflow may be beneficial if skin is wet. Externally applied water to the skin (e.g. spray; instead of only relying on sweating) will reduce the risk of dehydration, and potentially enhance the fan benefit."
str_wet_skin_beneficial,Externally applied water to the skin (for instance: spray; instead of only relying on sweating) will reduce the risk of dehydration,Spray vand eller fugt huden i kombination med ventilator kan reducere varmestress og gavne din samlede væskebalance,"Het nathouden van de huid, zoals met een spray, zorgt voor verkoeling en minder uitdroging door zweet.","Genom att fukta huden (t.ex. med spray, istället för att endast svettas) kan risken för uttorkning minska.",Vann påført huden (f.eks. ved sprøyting) vil minske risikoen for dehydrering.,"Το βρέξιμο του δέρματος (για παράδειγμα: π.χ. ψέκασμα, αντί να βασίζεστε μόνο στην εφίδρωση) θα μειώσει τον κίνδυνο αφυδάτωσης",L’acqua applicata esternamente alla pelle (per esempio spray; invece che fare affidamento sulla sola sudorazione) ridurrà il rischio di disidratazione,Extern auf die Haut aufgetragenes Wasser (z.B. Spray; statt sich nur auf dem Schwitzen zu verlassen) reduziert das Risiko einer Dehydrierung,"El agua aplicada externamente a la piel (por ejemplo aerosol, en lugar de depender solo de la sudoración) reducirá el riesgo de deshidratación","Humidifier la peau par action extérieure (spray, par exemple, plutôt de compter uniquement sur la sueur) réduira le risque de déshydration",Externally applied water to the skin (for instance: spray; instead of only relying on sweating) will reduce the risk of dehydration,Externally applied water to the skin (for instance: spray; instead of only relying on sweating) will reduce the risk of dehydration
str_no_fan_beneficial,Increased airflow is not recommended when air temperature exceeds 43&deg;C.,ventilator ikke anbefalet når lufttemperaturen er over 43&deg;C.,"Een ventilator, tocht of wind zorgt voor meer opwarming.",Att öka ventilleringen är inte rekommenderat när lufttemperaturen överstiger 43&deg;C.,"Øket ventilasjon er ikke å anbefale, når temperaturen er mere enn 43&deg;C.",Δεν συνιστάται αυξημένη ροή αέρα όταν η θερμοκρασία του αέρα υπερβαίνει τους 43&deg;C.,L'aumento del flusso d'aria non è raccomandato quando la temperatura dell'aria eccede i 43&deg;C.,"Eine Erhöhung des Luftstroms ist nicht empfohlen, wenn die Lufttemperatur 43&deg;C überschreitet.",No se recomienda aumentar el flujo de aire cuando la temperatura del aire supera los 43&deg;C..,Une circulation d'air accrue n'est pas recommandée lorsque la température de l'air excède 43&deg;C.,Increased airflow is not recommended when air temperature exceeds 43&deg;C.,Increased airflow is not recommended when air temperature exceeds 43&deg;C.
str_avoid_solar_radiation,Avoid the sun.,Undgå solen.,Vermijd de zon.,Undvik solen.,Unngå solen.,Αποφύγετε τον ήλιο.,Evita il sole.,Vermeiden Sie die Sonne.,Evite el sol.,Évitez le soleil.,Avoid the sun.,Avoid the sun.
str_forecast_disclaimer,The weather report is an indication and may differ from your local situation,The weather report gives an indication and may deviate from your local situation,De weersverwachting geeft een indicatie en kan afwijken van uw lokale situatie,Väderrapporten är generell och kan skilja sig från din lokala miljö.,The weather report gives an indication and may deviate from your local situation,Το δελτίο καιρού είναι ενδεικτικό και μπορεί να αποκλίνει από την τοπική σας θέση,The weather report gives an indication and may deviate from your local situation,The weather report gives an indication and may deviate from your local situation,El informe meteorológico ofrece un indicador y puede desviarse de tu situación local.,Le bulletin météo donne un pronostic qui peut différer de votre situation locale,The weather report gives an indication and may deviate from your local situation,The weather report gives an indication and may deviate from your local situation
str_select_outdoor,ClimApp estimates the thermal environment based on the weather report and your customisation settings.,Climapp estimates the thermal environment based on the weather report and your customisation settings.,ClimApp schat de thermische omgeving op basis van het weerbericht en uw instellingen,ClimApp uppskattar den termiska miljön baserat på väderleksrapporten och dina anpassade inställningar.,Climapp estimates the thermal environment based on the weather report and your customisation settings.,Η εφαρμογή Climapp εκτιμά το θερμικό περιβάλλον με βάση το δελτίο καιρού και τις δικές σας ρυθμίσεις.,Climapp stima l'ambiente termico in base al bollettino meteorologico e alle tue impostazioni di personalizzazione.,Climapp estimates the thermal environment based on the weather report and your customisation settings.,Climapp estima el ambiente térmico según el informe meteorológico y tus configuraciiones personalizadas.,Climapp estime l'environnement thermique en fonction du bulletin météo et de vos paramètres personnels.,Climapp estimates the thermal environment based on the weather report and your customisation settings.,Climapp estimates the thermal environment based on the weather report and your customisation settings.
str_select_indoor,ClimApp estimates the thermal environment based on your input,ClimApp estimates the thermal environment based on your input,ClimApp schat het binnenklimaat op basis van uw invoer en instellingen,ClimApp uppskattar den termiska miljön baserat på din input,ClimApp estimates the thermal environment based on your input,Η εφαρμογή ClimApp εκτιμά το θερμικό περιβάλλον με βάση τα δεδομένα που έχετε εισάγει.,ClimApp estimates the thermal environment based on your input,ClimApp estimates the thermal environment based on your input,ClimApp estima el ambiente térmico en función de tus entradas,ClimApp estime l'environnement thermique en fonction des données utilisateur que vous avez entrées,ClimApp estimates the thermal environment based on your input,ClimApp estimates the thermal environment based on your input
str_user_values,Input indoor environment,Input egne indendørs værdier ,Stel het binnenklimaat in,Input inomhusmiljö,Input indoor environment,Εισαγωγή περιβάλλοντος εσωτερικού χώρου,Input ambiente interno,Input indoor environment,Ingersar ambiente interno,Données sur l'environnement intérieur,Input indoor environment,Input indoor environment
str_thermostat_explanation,"Thermostats vary across countries. For ClimApp thermostat level 3 means that the thermostat is in neutral position, whereas thermostat level 1 means that it is off, and thermostat level 5 means that it is on its maximum level.","Værd OBS på ""thermostat level"" 3 betyder at den er i neutral position, mens thermostat level 1 er off, og thermostat level 5 er maksimalt","Thermostats vary across countries. For ClimApp thermostat level 3 means that the thermostat is in neutral position, whereas thermostat level 1 means that it is off, and thermostat level 5 means that it is on its maximum level.","Termostater skiljer sig mellan länder. I ClimApp så betyder termostat nivå 3 att termostaten är i ett neutralt läge, termostat nivå 1 betyder att den är avstängd och termostat nivå 5 att den är på full effekt. ","Thermostats vary across countries. For ClimApp thermostat level 3 means that the thermostat is in neutral position, whereas thermostat level 1 means that it is off, and thermostat level 5 means that it is on its maximum level.","Οι θερμοστάτες διαφέρουν από χώρα σε χώρα. Για την εφαρμογή ClimApp το επίπεδο 3 σημαίνει ότι ο θερμοστάτης βρίσκεται σε ουδέτερη θέση, ενώ το επίπεδο 1 σημαίνει ότι είναι απενεργοποιημένος και το 5 ότι είναι ρυθμισμένος στο μέγιστο.","I termostati variano da paese a paese. Per ClimApp il livello 3 del termostato significa che esso è in posizione neutra, mentre il livello 1 significa che è spento e il livello 5 significa che è al suo livello massimo.","Thermostats vary across countries. For ClimApp thermostat level 3 means that the thermostat is in neutral position, whereas thermostat level 1 means that it is off, and thermostat level 5 means that it is on its maximum level.","Los termostatos varían de un país a otro. Para ClimApp, el nivel 3 del termostato significa que está en posición neutra, mientras que nivel 1  significa que el termostato está apagado. El nivel 5 significa que el termostato está en su nivel máximo.","Les thermostats varient selon les pays. Pour ClimApp, thermostat 3 signifie que le thermostat est en position neutre, le thermostat 1 signifie que le thermostat n'est pas en marche et le thermostat 5 signifie qu'il est à son maximum.","Thermostats vary across countries. For ClimApp thermostat level 3 means that the thermostat is in neutral position, whereas thermostat level 1 means that it is off, and thermostat level 5 means that it is on its maximum level.","Thermostats vary across countries. For ClimApp thermostat level 3 means that the thermostat is in neutral position, whereas thermostat level 1 means that it is off, and thermostat level 5 means that it is on its maximum level."
str_predictedexplanation,The values below show the predicted indoor environment and are based on the outside environment,Værdier herudner er baseret på estimater af indendørs omgivelser ud fra CS-data (udendørs værdier) ,The values below show the predicted indoor environment and is based on the outside environment,Värdena undertill visar den uppskattade inomhusmiljön vilket är baserat på vädret utomhus.,The values below show the predicted indoor environment and is based on the outside environment,Οι παρακάτω τιμές δείχνουν το περιβάλλον εσωτερικού χώρου που προβλέπουμε και βασίζεται στο εξωτερικό περιβάλλον,The values below show the predicted indoor environment and is based on the outside environment,The values below show the predicted indoor environment and is based on the outside environment,Los valores a continuación indican el ambiente interno previsto y se basan en el ambiente externo,Les valeurs ci-dessous donnent une prédiction de l'environnement intérieur sur la base de l'environnement extérieur,The values below show the predicted indoor environment and is based on the outside environment,The values below show the predicted indoor environment and is based on the outside environment
str_predicted_values,Suggested values,foreslående værdier,Voorgestelde waarden,Föreslagna värden,Suggested values,Προτεινόμενες τιμές,Valori suggeriti,Suggested values,Valores sugeridos,Valeurs suggérées,Suggested values,Suggested values
str_select_myself,"ClimApp will provide information on how to cope with your thermal environment based on your activity level, clothing, personal information and reported perception.","ClimApp will provide information on how to cope with your thermal environment based on your activity level, clothing, personal information and reported perception.","ClimApp geeft informatie over hoe u kunt omgaan met uw thermische omgeving op basis van uw activiteiten niveau, kleding, persoonlijke informatie en gerapporteerde perceptie.","ClimApp kommer ge råd för att hantera din termiska miljö baserat på din aktivitet, kläder, personlig information och rapporterad uppfattning.","ClimApp will provide information on how to cope with your thermal environment based on your activity level, clothing, personal information and reported perception.","Το ClimApp θα παρέχει πληροφορίες σχετικά με τον τρόπο αντιμετώπισης της θερμικής καταπόνησης στο περιβάλλον σας με βάση το επίπεδο δραστηριότητάς σας, τα ρούχα, τις προσωπικές πληροφορίες και την δηλωμένη θερμική σας αντίληψη.","ClimApp fornirà informazioni su come affrontare l'ambiente termico in cui ti trovi, in base al tuo livello di attività, abbigliamento, informazioni personali e percezione segnalata.","ClimApp will provide information on how to cope with your thermal environment based on your activity level, clothing, personal information and reported perception.","ClimApp brindará información sobre cómo hacer frente a tu ambiente térmico en función de tu nivel de actividad, ropa, información personal y percepción informada.","ClimApp vous indiquera comment faire face à votre environnement thermique suivant votre niveau d'activité, vos vêtements, vos données personnelles et le ressenti rapporté.","ClimApp will provide information on how to cope with your thermal environment based on your activity level, clothing, personal information and reported perception.","ClimApp will provide information on how to cope with your thermal environment based on your activity level, clothing, personal information and reported perception."
str_select_seniors,ClimApp provides tips and guidance for caregivers of seniors in hot and cold environments.,ClimApp provides tips and guidance for caregivers of seniors in hot and cold environments.,ClimApp geeft tips en begeleiding voor zorgverleners en ouderen in koude en warme omgevingen.,ClimApp ger råd och vägledning för vårdgivare till seniorer i varma och kalla miljöer.,ClimApp provides tips and guidance for caregivers of seniors in hot and cold environments.,Η εφαρμογή ClimApp παρέχει συμβουλές και οδηγίες για τους φροντιστές ηλικιωμένων σε ζεστό και κρύο περιβάλλον.,ClimApp fornisce suggerimenti e indicazioni per gli operatori sanitari degli anziani in ambienti caldi e freddi.,ClimApp provides tips and guidance for caregivers of seniors in hot and cold environments.,"ClimApp ofrece consejos y orientación para cuidadores de personas mayores, localizadas en ambientes fríos y calientes.",ClimApp fournit conseils et orientation aux aidants de personnes âgées dans des environnements chauds et froids.,ClimApp provides tips and guidance for caregivers of seniors in hot and cold environments.,ClimApp provides tips and guidance for caregivers of seniors in hot and cold environments.
str_select_children,ClimApp provides tips and guidance for caregivers of children in hot and cold environments.,ClimApp provides tips and guidance for caregivers of children in hot and cold environments.,ClimApp geeft tips en begeleiding voor zorgverleners en kinderen in koude en warme omgevingen.,ClimApp ger råd och vägledning för förskolepedagoger i varma och kalla miljöer.,ClimApp provides tips and guidance for caregivers of children in hot and cold environments.,Η εφαρμογή ClimApp παρέχει συμβουλές και οδηγίες για τους φροντιστές παιδιών σε ζεστό και κρύο περιβάλλον.,ClimApp fornisce suggerimenti e indicazioni per gli operatori sanitari dei bambini in ambienti caldi e freddi.,ClimApp provides tips and guidance for caregivers of children in hot and cold environments.,"ClimApp ofrece consejos y orientación para cuidadores de infantes, localizadas en ambientes fríos y calientes.",ClimApp fournit conseils et orientation aux gardiens d'enfants dans des environnements chauds et froids.,ClimApp provides tips and guidance for caregivers of children in hot and cold environments.,ClimApp provides tips and guidance for caregivers of children in hot and cold environments.
str_no_change_risk_assessment,Note: the ClimApp index is unchanged: only the guidance is customised to the specific vulnerable group.,"Note: the ClimApp index is unchanged, only the guidance is customized to the specific vulnerable group.","NB: De ClimApp index blijft gelijk, enkel de tips zijn aangepast aan de doelgroep.","Notera: ClimApps index är oförändrat, endast råd och rekommendationer har ändrats och är anpassade för den specifika sårbara gruppen.","Note: the ClimApp index is unchanged, only the guidance is customized to the specific vulnerable group.","Σημείωση: ο δείκτης ClimApp είναι αμετάβλητος, μόνο οι οδηγίες προσαρμόζονται για τη συγκεκριμένη ευάλωτη ομάδα.","Nota: l'indice ClimApp è invariato, solo la guida è personalizzata per lo specifico gruppo vulnerabile.","Note: the ClimApp index is unchanged, only the guidance is customized to the specific vulnerable group.","Nota: el índice de ClimApp no se modifica, solo los consejos son personalizados para el grupo vulnerable específico.","Note : l'indice ClimApp est inchangé, mais les conseils sont personnalisés pour le groupe vulnérable spécifique.","Note: the ClimApp index is unchanged, only the guidance is customized to the specific vulnerable group.","Note: the ClimApp index is unchanged, only the guidance is customized to the specific vulnerable group."
str_perception_general_1,Based on the settings you are expected to experience,Based on the settings you are expected to experience,Gebaseerd op de instellingen wordt er verwacht dat u zal ervaren,Baserat på inställningarna förväntas du uppleva,Based on the settings you are expected to experience,Με βάση τις ρυθμίσεις εκτιμάται ότι θα αντιμετωπίσετε,In base alle impostazioni che dovresti sperimentare,Based on the settings you are expected to experience,"Con base en las configuraciones, se espera que sientas","En fonction des paramètres, vous êtes censé ressentir",Based on the settings you are expected to experience,Based on the settings you are expected to experience
str_perception_general_2,Your perception might be different. Please indicate below:,Your perception might be different. Please indicate below:,Uw perceptie kan anders zijn. Geef hieronder alstublieft aan:,Din uppfattning kan skilja sig. Var god indikera under:,Your perception might be different. Please indicate below:,Η αντίληψή σας μπορεί να είναι διαφορετική. Παρακαλώ υποδείξτε παρακάτω:,La tua percezione potrebbe essere diversa. Si prega di indicare di seguito:,Your perception might be different. Please indicate below:,"Tu percepción puede ser diferente. Por favor, indica a continuación:",Votre ressenti peut être différent. Veuillez indiquez ci-dessous :,Your perception might be different. Please indicate below:,Your perception might be different. Please indicate below:
senior_general,The tips are for the older person - as a caregiver you can encourage an older person to follow the guidance,The tips are for the older person - as a caregiver you can encourage an older person to follow the guidance,De tips zijn voor een ouder persoon - als zorgverlener kan u de oudere persoon aanmoedigen de tips te volgen,Råd för de äldre - som vårdgivare kan du uppmuntra de äldre med följande vägledning,The tips are for the older person - as a caregiver you can encourage an older person to follow the guidance,Οι συμβουλές είναι για τους ηλικιωμένους - ως φροντιστής μπορείτε να ενθαρρύνετε ένα ηλικιωμένο άτομο να ακολουθήσει τις οδηγίες,I suggerimenti sono per la persona anziana: in qualità di caregiver puoi incoraggiare una persona anziana a seguire la guida,The tips are for the older person - as a caregiver you can encourage an older person to follow the guidance,"Los consejos son para personas mayores. Como cuidador, puedes alentar a una pesona mayor a que siga las recomendaciones.",Les conseils sont pour les personnes âgées - en tant qu'aidant vous pouvez encourager une personne âgée à suivre ces conseils,The tips are for the older person - as a caregiver you can encourage an older person to follow the guidance,The tips are for the older person - as a caregiver you can encourage an older person to follow the guidance
senior_dark_urine,Dark urine? Drink more!,Dark urine? Drink more!,Donkere urine? Drink meer!,Mörk urin? Drick mer!,Dark urine? Drink more!,Σκούρο χρώμα ούρων; Πιες περισσότερο νερό!,Urina scura? Bevi di più!,Dark urine? Drink more!,¿Orina oscura? ¡Ingiere más líquidos!,Urine foncée ? Buvez plus !,Dark urine? Drink more!,Dark urine? Drink more!
senior_drink,"Aim to drink 6-8 glasses of fluid a day, even when you are not thirsty. Soup is good.","Aim to drink 6-8 glasses of liquid a day, even when you are not thirsty. Soup is good","Drink 6-8 glazen per dag, ook als u geen dorst heeft.","Sikta på att dricka 6-8 glas vätska om dagen, även när du inte är törstig. Soppa är bra.","Aim to drink 6-8 glasses of liquid a day, even when you are not thirsty. Soup is good","Στοχεύστε την κατανάλωση 6-8 ποτηριών υγρών την ημέρα, ακόμη και όταν δεν διψάτε. Η σούπα είναι ωφέλιμη.","Cerca di bere 6-8 bicchieri di liquidi al giorno, anche quando non hai sete. La zuppa è buona.","Aim to drink 6-8 glasses of liquid a day, even when you are not thirsty. Soup is good","Trata de beber de 6 a 8 vasos de líquido al día, incluso cuando no sientas sed. La sopa es buena","Donnez-vous pour but de boire de 6 à 8 verres de liquide par jour, même si vous n'avez pas soif. Une soupe est aussi appropriée.","Aim to drink 6-8 glasses of liquid a day, even when you are not thirsty. Soup is good","Aim to drink 6-8 glasses of liquid a day, even when you are not thirsty. Soup is good"
senior_call,Call a friend or a relative each day to tell them how you are doing,Call a friend or a relative each day to tell them how you are doing,Bel een vriend of familielid elke dag om te vertellen hoe het met u gaat,Ring en vän eller släkting varje dag och berätta för dem hur du har det.,Call a friend or a relative each day to tell them how you are doing,Καλέστε έναν φίλο ή έναν συγγενή σας κάθε μέρα για να του πείτε πώς είστε,Chiama un amico o un parente ogni giorno per dirgli come stai,Call a friend or a relative each day to tell them how you are doing,Llama a un amigo o pariente todos los días para contarle cómo estás.,Appeler un ami ou une connaissance pour lui raconter comment vous vous sentez,Call a friend or a relative each day to tell them how you are doing,Call a friend or a relative each day to tell them how you are doing
senior_medications,Taking medication? Check with your doctor if they influence your body temperature regulation and fluid balance,Taking medication? Check with your doctor if they influence your body temperature regulation and fluid balance,Gebruikt u medicatie? Vraag bij uw arts na of ze invloed hebben op uw lichaam bij hitte,Tar du mediciner? Konsultera med din läkare ifall de påverkar värmeregleringen eller vätskebalansen i kroppen.,Taking medication? Check with your doctor if they influence your body temperature regulation and fluid balance,Λαμβάνετε φαρμακευτική αγωγή; Συμβουλευτείτε το γιατρό σας εάν επηρεάζουν τη ρύθμιση της θερμοκρασίας του σώματος σας και την ισορροπία σωματικών υγρών,Assumi di farmaci? Verifica con il tuo medico se essi influenzano la regolazione della temperatura corporea e l'equilibrio dei liquidi,Taking medication? Check with your doctor if they influence your body temperature regulation and fluid balance,¿Tomando medicación? Consulte con su médico si estos influyen en la regulación de tu temperatura corporal y el equilibrio de líquidos.,Etes-vous sous médicaments ? Contrôler avec votre médecin s'ils affectent la régulation de la température corporelle et la balance des fluides corporels,Taking medication? Check with your doctor if they influence your body temperature regulation and fluid balance,Taking medication? Check with your doctor if they influence your body temperature regulation and fluid balance
senior_coolest,Move to the coolest room in the home,Move to the coolest room in the home,Verplaats naar het koelste deel van het huis,Gå till det svalaste rummet i huset.,Move to the coolest room in the home,Μετακινηθείτε στο πιο δροσερό δωμάτιο του σπιτιού,Spostati nella stanza più fresca della casa,Move to the coolest room in the home,Desplazate a la habitación más fresca de la casa,Allez dans la pièce la plus froide de la maison,Move to the coolest room in the home,Move to the coolest room in the home
senior_windows,Open windows (if safe to do so) during the evening,Open windows (if safe to do so) during the evening,Open ramen (indien veilig) in de avond,Öppna fönstren (ifall det är säkert) på kvällen.,Open windows (if safe to do so) during the evening,Ανοίξτε τα παράθυρα (εάν είναι ασφαλές) κατά τη διάρκεια του απογεύματος,Aprire le finestre (se è sicuro farlo) durante la sera,Open windows (if safe to do so) during the evening,"Si es seguro, abre las ventanas durante las noches",Ouvrez les fenêtres (si cela peut être fait en toute sécurité) pendant la soirée,Open windows (if safe to do so) during the evening,Open windows (if safe to do so) during the evening
senior_sun_facing,Close sun-facing windows and shutters/blinds during the day,Close sun-facing windows and shutters/blinds during the day,Sluit ramen waar de zon op staat en gebruik zonwering/gordijnen gedurende de dag,Stäng fönstren mot solen och använd gardiner och persienner under dagen.,Close sun-facing windows and shutters/blinds during the day,Κλείστε τα παράθυρα και τα παντζούρια που βλέπουν τον ήλιο κατά τη διάρκεια της ημέρας,Chiudere finestre e persiane/tapparelle orientate al sole durante il giorno,Close sun-facing windows and shutters/blinds during the day,"Durante el día, cierra las ventanas y persianas/contraventanas que dan hacia el sol",Fermez les fenêtres au soleil ainsi que les volets/stores durant la journée,Close sun-facing windows and shutters/blinds during the day,Close sun-facing windows and shutters/blinds during the day
senior_loose,Wear loose-fitting clothing and natural materials,Wear loose fitting clothing and natural materials,Draag loszittende kleding en natuurlijke materialen,Använd löst sittande kläder gjorda av naturliga material.,Wear loose fitting clothing and natural materials,Φορέστε αέρινα ρούχα από φυσικά υλικά,Indossa abiti larghi e materiali naturali,Wear loose fitting clothing and natural materials,Usa ropa holgada y materiales naturales,Portez des vêtements amples et des matières naturelles,Wear loose fitting clothing and natural materials,Wear loose fitting clothing and natural materials
